"skillKind","skillID","skillName","owner","attribute","effect","targetType","isAttack","recastMax","recastMin","maxLevel","skillLvUp2","skillLvUp3","skillLvUp4","skillLvUp5","skillLvUp6","skillLvUp7","skillLvUp8","buffs","debuffs","specialEffects","numHits","skillMod","hpMod","defMod","spdMod","enemyHPMod","enemySPDMod"
"1","167","Shadow Strike","Magica 2061 Akisa","dark","Attack all enemies with increasing power in proportion to their max HP, causing lacerations for 2 turns.","All","TRUE","3","4","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","1.3","0.1","0","0","0","0"
"1","168","Melting Buster","Magica 2061 Akisa","dark","Attack all enemies with power that grows stronger in proportion to own max HP, with a 30% chance to inflict DEF down for 2 turns.","All","TRUE","3","4","5","DMG +10%","Debuff Activation +10%","Debuff Activation +15%","Recast Turns -1","","","","","DEF down","","1","1.8","0.13","0","0","0","0"
"1","169","Mana Shot","Magica 2061 Ao","water","Attack an enemy, with a 50% chance to inflict FCS down for 2 turns.","Single","TRUE","0","0","5","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","","","","","FCS down","","1","4.1","0","0","0","0","0"
"1","170","Freezing Double Edge","Magica 2061 Ao","water","Attack an enemy twice with power that grows stronger in proportion to own DEFwith a 50% chance for each attack to inflict freeze for one turn.","Single","TRUE","3","4","6","DMG +5%","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","freeze","","2","-1","0","2.3","0","0","0"
"1","171","Mana Shot","Magica 2061 Aka","fire","Attack an enemy, with a 50% chance to inflict FCS down for 2 turns.","Single","TRUE","0","0","5","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","","","","","FCS down","","1","4.1","0","0","0","0","0"
"1","172","Blast Burn","Magica 2061 Aka","fire","Attack an enemy, with a 75% chance to inflict FCS down and RES down for 2 turns.","Single","TRUE","2","3","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","FCS down","","1","5.6","0","0","0","0","0"
"1","173","Quick Ignition","Magica 2061 Aka","fire","Grant 25% move gauge boost to all allies and grant FCS up for 2 turns.","All","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,FCS up","","","0","0","0","0","0","0","0"
"1","174","Mana Shot","Magica 2061 Eliza","lightning","Attack an enemy, with a 50% chance to inflict FCS down for 2 turns.","Single","TRUE","0","0","5","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","","","","","FCS down","","1","4.1","0","0","0","0","0"
"1","175","Parabolt","Magica 2061 Eliza","lightning","Attack an enemy and set the move gauge to zero.","Single","TRUE","3","4","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","5.6","0","0","0","0","0"
"1","176","Thunderbolt","Magica 2061 Eliza","lightning","Attack all enemies with a guaranteed heavy blow, with a 50% chance to inflict DEF down for 2 turns. ","Single","TRUE","4","5","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","DEF down","","1","5.9","0","0","0","0","0"
"1","177","Void Destruction Bullet","Magica 2061 Lilly","fire","Attack an enemy. If a crit hit, grants SPD up to self for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","1","4.1","0","0","0","0","0"
"1","178","Flare Protection","Magica 2061 Lilly","fire","Grant 20% move gauge boost to all allies and grant crit hit received rate down for 2 turns.","All","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,crit hit received rate down","","","0","0","0","0","0","0","0"
"1","179","Pounding Flame Hammer","Magica 2061 Lilly","fire","Attack an enemy twice with power that grows stronger in proportion to own max HP, with a 50 % each to inflict DEF down for two turns.","Single","TRUE","3","4","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","DEF down","","2","1.1","0.15","0","0","0","0"
"1","180","Void Destruction Bullet","Magica 2061 Hanabi","dark","Attack an enemy. If a crit hit, grants SPD up to self for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","1","4.1","0","0","0","0","0"
"1","181","Shadow Storm","Magica 2061 Hanabi","dark","Attack all enemies twice, with a 50% chance to inflict cut for 2 turns.","All","TRUE","3","4","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","cut","","2","1.9","0","0","0","0","0"
"1","182","Weitnapper","Magica 2061 Hanabi","dark","Attack an enemy. Damage increased by 15% for each debuff effect suffered by the enemy.","Single","TRUE","3","4","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","5","0","0","0","0","0"
"1","183","Void Destruction Bullet","Magica 2061 Marianne","light","Attack an enemy. If a crit hit, grants SPD up to self for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","1","4.1","0","0","0","0","0"
"1","184","Holy Bulwark","Magica 2061 Marianne","light","Restore HP of one ally equal to 30% of own max HP and grant DEF up and crit hit rate boost for 2 turns.","Single","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","DEF up,crit hit rate boost","","","0","0","0","0","0","0","0"
"1","185","Void Destruction Bullet","Magica 2061 Iko","lightning","Attack an enemy. If a crit hit, grants SPD up to self for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","1","4.1","0","0","0","0","0"
"1","186","Binding Lightning Gun","Magica 2061 Iko","lightning","Attack an enemy with power that grows stronger in proportion to own SPD, with a 50% chance to inflict 50% move gauge down.","Single","TRUE","2","3","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","move gauge down","","1","1.2","0","0","28.5","0","0"
"1","187","Crashing Lightning Attack","Magica 2061 Iko","lightning","Attack an enemy 3 times with power that grows stronger in proportion to own SPD, each inflicting 20% move gauge down, with an additional 30% chance to inflict SPD down for 2 turns.","Single","TRUE","3","4","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","move gauge down,SPD down","","3","1","0","0","10.5","0","0"
"1","188","Bullet Web","Arachne Demon's Style Kaori","fire","Attack an enemy, with a 50% chance to inflict stun for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","stun","","1","3.5","0","0","0","0","0"
"1","189","Jumping Spider","Arachne Demon's Style Kaori","fire","Grant 30% move gauge boost to one ally and grant SPD up and FCS up for 2 turns.","Single","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,SPD up,FCS up","","","0","0","0","0","0","0","0"
"1","190","Burning Web","Arachne Demon's Style Kaori","fire","Attack all enemies twice, with a 30% chance for each attack to inflict burn for 1 turn.","Single","TRUE","4","5","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","burn","","2","1.7","0","0","0","0","0"
"1","191","Bullet Web","Arachne Demon's Style Lilly","lightning","Attack an enemy, with a 50% chance to inflict stun for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","stun","","1","3.5","0","0","0","0","0"
"1","192","Jumping Spider","Arachne Demon's Style Lilly","lightning","Grant 30% move gauge boost to one ally and grant SPD up and FCS up for 2 turns.","Single","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,SPD up,FCS up","","","0","0","0","0","0","0","0"
"1","193","Lightning Thread Blast","Arachne Demon's Style Lilly","lightning","Attack all enemies with power that grows strongerr in proportion to own SPD, with a 50% chance to inflict SPD down for 2 turns.","All","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","SPD down","","1","1.3","0","0","10","0","0"
"1","194","Bullet Web","Arachne Demon's Style Iko","water","Attack an enemy, with a 50% chance to inflict stun for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","stun","","1","3.5","0","0","0","0","0"
"1","195","Jumping Spider","Arachne Demon's Style Iko","water","Grant 30% move gauge boost to one ally and grant SPD up and FCS up for 2 turns.","Single","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,SPD up,FCS up","","","0","0","0","0","0","0","0"
"1","196","Chilling Requiem","Arachne Demon's Style Iko","water","Attack all enemies, with a 30% chance to set the move gauge to zero.","All","TRUE","4","5","5","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","Recast Turns -1","","","","","","","1","3.1","0","0","0","0","0"
"1","197","Magic Trick","Magica Round 1 Evo Iroha","fire","Attack an enemy, with a 50% chance to absorb 15% move gauge.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","","","","1","4","0","0","0","0","0"
"1","198","Brave Slash","Magica Round 1 Evo Iroha","fire","Attack all enemies, with a 50% chance to inflict DEF down for 2 turns.","All","TRUE","3","4","5","DMG +10%","Debuff Activation +10%","DMG +10%","Recast Turns -1","","","","","DEF down","","1","4","0","0","0","0","0"
"1","199","Flames Of Justice","Magica Round 1 Evo Iroha","fire","Attack all enemies, with a 75% chance to inflict 50% move gauge down and inflict RES down for 2 turns.","All","TRUE","4","5","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","move gauge down","","1","4.6","0","0","0","0","0"
"1","200","Magic Trick","Magica Round 1 Evo Kaori","water","Attack an enemy, with a 50% chance to absorb 15% move gauge.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","","","","1","4","0","0","0","0","0"
"1","201","Dispair Freeze","Magica Round 1 Evo Kaori","water","Attack an enemy and remove all buff effects, then inflict sleep for 1 turn.","Single","TRUE","3","4","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","sleep,remove buff","","1","4.8","0","0","0","0","0"
"1","202","Magic Trick","Magica Round 1 Evo Seira","dark","Attack an enemy, with a 50% chance to absorb 15% move gauge.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","","","","1","4","0","0","0","0","0"
"1","203","Dark Ring","Magica Round 1 Evo Seira","dark","Attack an enemy, with a 75% chance to inflict 50% move gauge down.","Single","TRUE","3","4","6","Debuff Activation +10%","DMG +10%","DMG +10%","Debuff Activation +15%","Recast Turns -1","","","","move gauge down","","1","5.3","0","0","0","0","0"
"1","204","Offensive Strategy","Magica Round 1 Evo Seira","dark","Grants all allies ATK up for 2 turns, with a 75% chance to inflict DEF down on all enemies.","All","FALSE","4","5","3","Debuff Activation +25%","Recast Turns -1","","","","","","ATK up","DEF down","","0","0","0","0","0","0","0"
"1","205","Magic Trick","Magica Round 1 Evo Cocoa","light","Attack an enemy, with a 50% chance to absorb 15% move gauge.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","","","","1","4","0","0","0","0","0"
"1","206","Shining Mirage","Magica Round 1 Evo Cocoa","light","Attack 3 times at random and for each, inflict RST down for 2 turns and 25% move gauge down.","Random","TRUE","3","4","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","RST down,move gauge down","","3","2.7","0","0","0","0","0"
"1","207","Heavenly Crush","Magica Round 1 Evo Cocoa","light","Attack all enemies, inflict 25% move gauge down, and inflicts SPD down for 2 turns.","All","TRUE","4","5","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","move gauge down,SPD down","","1","4.3","0","0","0","0","0"
"1","208","Advance Strike","Magica Round 1 Evo Akisa","dark","Attack an enemy, with a 30% chance to remove one enemy buff effect.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","","remove buff","","1","4","0","0","0","0","0"
"1","209","Invisible Chains","Magica Round 1 Evo Akisa","dark","Grant SPD up to all allies for 2 turns, with a 75% chance to inflict SPD down to all enemies for 2 turns.","All","FALSE","4","5","4","Debuff Activation +10%","Debuff Activation +15%","Recast Turns -1","","","","","SPD up","SPD down","","0","0","0","0","0","0","0"
"1","210","Enroaching dark","Magica Round 1 Evo Akisa","dark","Attack all enemies and inflict sleep for 1 turn. This attack will not awaken enemies affected by sleep.","All","TRUE","4","5","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","sleep","","1","3.2","0","0","0","0","0"
"1","211","Advance Strike","Magica Round 1 Evo Ao","water","Attack an enemy, with a 30% chance to remove one enemy buff effect.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","","remove buff","","1","4","0","0","0","0","0"
"1","212","Killing Blizzard","Magica Round 1 Evo Ao","water","Attack all enemies 3 times, with a 75% chance each to inflict cut for 2 turns.","All","TRUE","4","5","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","cut","","3","1.3","0","0","0","0","0"
"1","213","Binding Glacier Strike","Magica Round 1 Evo Ao","water","Attack an enemy and inflict freeze for 1 turn. Attack all other enemies with half the power of the first attack.","All","TRUE","4","5","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","freeze","","1","7.5","0","0","0","0","0"
"1","214","Advance Strike","Magica Round 1 Evo Aka","fire","Attack an enemy, with a 30% chance to remove one enemy buff effect.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","","remove buff","","1","4","0","0","0","0","0"
"1","215","Sacred Flame Prayer","Magica Round 1 Evo Aka","fire","Restore 30% HP to all allies.","All","FALSE","3","5","5","Heal Amount +10%","Recast Turns -1","Heal Amount +10%","Recast Turns -1","","","","","","","0","0","0","0","0","0","0"
"1","216","Blazing Revival","Magica Round 1 Evo Aka","fire","Revive a knocked-out ally with 30% HP and grant a barrier equal to 30% of own max HP for 3 turns .","Single","FALSE","6","8","3","Recast Turns -1","Recast Turns -1","","","","","","barrier","","","0","0","0","0","0","0","0"
"1","217","Advance Strike","Magica Round 1 Evo Eliza","lightning","Attack an enemy, with a 30% chance to remove one enemy buff effect.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","","remove buff","","1","4","0","0","0","0","0"
"1","218","Torpedo Target","Magica Round 1 Evo Eliza","lightning","Attack all enemies twice, with a 50% chance each to inflict SPD down for 2 turns. This attack will not miss.","All","TRUE","3","4","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","SPD down","","2","1.9","0","0","0","0","0"
"1","219","Volt Spark","Magica Round 1 Evo Eliza","lightning","Attack an enemy. This attack's crit hit rate is boosted by 70%. When landing a crit hit, inflicts stun for 1 turn.","Single","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","stun","","1","8.1","0","0","0","0","0"
"1","220","Drive Bullet","Magica Round 1 Evo Lilly","fire","Attack an enemy, with a 15% chance to inflict stun for 1 turn. When a crit hit, grant SPD up to self for 2 turns.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","SPD up","stun","","1","4","0","0","0","0","0"
"1","221","Explosive Hammer Swing","Magica Round 1 Evo Lilly","fire","Attack an enemy 5 times, with a 25% chance for each attack to inflict burn for 2 turns.","Single","TRUE","3","4","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","burn","","5","1.5","0","0","0","0","0"
"1","222","Sealed Flame Shockwave","Magica Round 1 Evo Lilly","fire","Attack all enemies and inflict no recovery for 2 turns and no buff for 1 turn.","All","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","no recovery,no buff","","1","4.2","0","0","0","0","0"
"1","223","Drive Bullet","Magica Round 1 Evo Hanabi","dark","Attack an enemy, with a 15% chance to inflict stun for 1 turn. When a crit hit, grant SPD up to self for 2 turns.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","SPD up","stun","","1","4","0","0","0","0","0"
"1","224","Magic Unleashed","Magica Round 1 Evo Hanabi","dark","Grants ATK up and SPD up to self for 3 turns, and grant 50% move gauge boost to self.","Self","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","ATK up,SPD up,move gauge boost","","","0","0","0","0","0","0","0"
"1","225","Pinpoint Shot","Magica Round 1 Evo Hanabi","dark","Attack an enemy twice, with a 50% chance to ignore target's defence, with an additional 50% chance to remove one buff effect.","Single","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","remove buff","","2","2.7","0","0","0","0","0"
"1","226","Drive Bullet","Magica Round 1 Evo Marianne","light","Attack an enemy, with a 15% chance to inflict stun for 1 turn. When a crit hit, grant SPD up to self for 2 turns.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","SPD up","stun","","1","4","0","0","0","0","0"
"1","227","Way of Holy Light","Magica Round 1 Evo Marianne","light","Attack all enemies with power that grows stronger in proportion to own max HP and inflicts FCS down for 2 turns.","All","TRUE","3","4","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","FCS down","","1","1","0.12","0","0","0","0"
"1","228","Drive Bullet","Magica Round 1 Evo Iko","lightning","Attack an enemy, with a 15% chance to inflict stun for 1 turn. When a crit hit, grant SPD up to self for 2 turns.","Single","TRUE","0","0","6","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","DMG +10%","","","SPD up","stun","","1","4","0","0","0","0","0"
"1","229","Twin Lightning","Magica Round 1 Evo Iko","lightning","Attack all enemies twice with power that grows stronger in proportion to own DEF and inflicts RST down for 2 turns.","All","TRUE","3","4","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","RST down","","2","0.8","0","1.3","0","0","0"
"1","230","Heroic Barrage Swing","Magica Round 1 Evo Iko","lightning","Attack an enemy twice with power that grows stronger in proportion to own defense, with a 50% chance each to inflict DEF down for 2 turns, and a 50% chance to inclict stun for 1 turn.","Single","TRUE","3","4","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","DEF down,stun","","2","1.2","0","2.4","0","0","0"
"1","231","Icicle Web","Arachne Demon's Style Iroha","water","Attack an enemy and inflict SPD down for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","SPD down","","1","4.3","0","0","0","0","0"
"1","232","Glacial Imprisonment","Arachne Demon's Style Iroha","water","Attack all enemies and inflicts RST down for 2 turns. When a crit hit, inflict freeze for 1 turn. This attack's crit hit rate is boosted by 50%","All","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","RST down,freeze","","1","3.3","0","0","0","0","0"
"1","233","Flame Web","Arachne Demon's Style Seira","fire","Attack an enemy and inflict SPD down for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","SPD down","","1","4.3","0","0","0","0","0"
"1","234","Brilliant Silk Torrent","Arachne Demon's Style Seira","fire","Attack all enemies, with a 75% chance to inflict stun for 1 turn and inflict FCS down for 2 turns. ","All","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","stun,FCS down","","1","3.8","0","0","0","0","0"
"1","235","Flaming Silk Slaughter","Arachne Demon's Style Seira","fire","Attack all enemies 3 times, with a 50% chance each to inflict RST down and cut for 2 turns. ","All","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","RST down,cut","","3","1.4","0","0","0","0","0"
"1","236","Spark Web","Arachne Demon's Style Hanabi","lightning","Attack an enemy and inflict SPD down for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","SPD down","","1","4.3","0","0","0","0","0"
"1","237","Gripping Demon Thread","Arachne Demon's Style Hanabi","lightning","Inflics SPD down for 2 turns on all enemies, with an additional 50% chance to inflict stun for 1 turn.","All","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","","SPD down,stun","","0","0","0","0","0","0","0"
"1","238","Summon Arenea's Bolt","Arachne Demon's Style Hanabi","lightning","Attack all enemies and has a 35% chance of getting an electric shock for 2 turns.","All","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","shock","","1","4.4","0","0","0","0","0"
"1","239","Bullet Web","Arachne Demon's Style Eliza","light","Attack an enemy, with a 50% chance to inflict stun for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","stun","","1","3.5","0","0","0","0","0"
"1","240","Jumping Spider","Arachne Demon's Style Eliza","light","Grant 30% move gauge boost to one ally and grant SPD up and FCS up for 2 turns.","Single","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,SPD up,FCS up","","","0","0","0","0","0","0","0"
"1","241","Magical Thread Barrage","Arachne Demon's Style Eliza","light","Attack multiple enemies and inflicts 25% move gauge down, with a 35% chance to inflict confusion for 2 turns.","Multiple","TRUE","4","5","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","move gauge down,confusion","","1","4.2","0","0","0","0","0"
"1","242","Bullet Web","Arachne Demon's Style Marianne","dark","Attack an enemy, with a 50% chance to inflict stun for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","stun","","1","3.5","0","0","0","0","0"
"1","243","Jumping Spider","Arachne Demon's Style Marianne","dark","Grant 30% move gauge boost to one ally and grant SPD up and FCS up for 2 turns.","Single","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,SPD up,FCS up","","","0","0","0","0","0","0","0"
"1","244","Sacred Web","Arachne Demon's Style Akisa","light","Attack an enemy and inflicts SPD down for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","SPD down","","1","4.3","0","0","0","0","0"
"1","245","Sealed Silk Prison","Arachne Demon's Style Akisa","light","Attack an enemy, with a 75% chance to remove all enemy buff effects, and absorb 50% move gauge.","Single","TRUE","3","5","5","DMG +10%","Recast Turns -1","DMG +10%","Recast Turns -1","","","","","remove buff","","1","4.9","0","0","0","0","0"
"1","246","Beckoning Labyrinth","Arachne Demon's Style Akisa","light","inflicts multiple enemies with sleep for 2 turns.","Multiple","FALSE","5","7","3","Recast Turns -1","Recast Turns -1","","","","","","","sleep","","0","0","0","0","0","0","0"
"1","247","Shadow Web","Arachne Demon's Style Ao","dark","Attack an enemy and inflicts SPD down for 2 turns.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","DMG +10%","","","","","SPD down","","1","4.3","0","0","0","0","0"
"1","248","Taran Curse","Arachne Demon's Style Ao","dark","Attack all enemies twice and inflict cut for 2 turns.","All","TRUE","4","6","6","DMG +5%","Recast Turns -1","DMG +10%","DMG +10%","Recast Turns -1","","","","cut","","2","2.1","0","0","0","0","0"
"1","249","Assault Wave","Kawaii Warrior Iroha","fire","Attack an enemy and inflict ATK down for 1 turn. When a crit hit, grant 30% move gauge boost to self.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","DMG +5%","DMG +5%","DMG +10%","","","move gauge boost","ATK down","","1","3.1","0","0","0","0","0"
"1","250","Rapid Smash","Kawaii Warrior Iroha","fire","Attack an enemy, inflict DEF down for 2 turns, and grant 50% move gauge boost to self.","Single","TRUE","2","3","5","DMG +5%","DMG +5%","DMG +10%","Recast Turns -1","","","","move gauge boost","DEF down","","1","6.1","0","0","0","0","0"
"1","251","Assault Wave","Kawaii Warrior Marianne","lightning","Attack an enemy and inflict ATK down for 1 turn. When a crit hit, grant 30% move gauge boost to self.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","DMG +5%","DMG +5%","DMG +10%","","","move gauge boost","ATK down","","1","3.8","0","0","0","0","0"
"1","252","Misty Acceleration","Kawaii Warrior Marianne","lightning","Attack an enemy inflict miss rate boost for 2 turns. When used with self at 100% HP, grant 100% move gauge boost to self.","Single","TRUE","3","3","4","DMG +10%","DMG +10%","DMG +10%","","","","","move gauge boost","miss rate boost","","1","6.4","0","0","0","0","0"
"1","253","Air Rush","Kawaii Warrior Marianne","lightning","Attack an enemy 4 times. If criti hit, grant ATK up to self for 2 turns. When used with self at 100% HP, recast turns are not added.","Single","TRUE","3","4","5","DMG +5%","DMG +5%","DMG +5%","Recast Turns -1","","","","ATK up","","","4","2","0","0","0","0","0"
"1","254","Assault Wave","Kawaii Warrior Kaori","water","Attack an enemy and inflict ATK down for 1 turn. When a crit hit, grant 30% move gauge boost to self.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","DMG +5%","DMG +5%","DMG +10%","","","move gauge boost","ATK down","","1","3.8","0","0","0","0","0"
"1","255","Rapid Smash","Kawaii Warrior Kaori","water","Attack an enemy and inflict DEF down for 2 turn, and gain 50% move gauge boost to self.","Single","TRUE","2","3","5","DMG +5%","DMG +5%","DMG +10%","Recast Turns -1","","","","move gauge boost","DEF down","","1","6.1","0","0","0","0","0"
"1","256","Snowstorm","Kawaii Warrior Kaori","water","Attack all enemies 4 times, with a 20% chance each to inflict freeze for 1 turn.","All","TRUE","4","5","5","DMG +5%","DMG +5%","Debuff Activation +5%","Recast Turns -1","","","","","freeze","","4","1","0","0","0","0","0"
"1","257","Assault Wave","Kawaii Warrior Eliza","light","Attack an enemy and inflict ATK down for 1 turn. When a crit hit, grant 30% move gauge boost to self.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","DMG +5%","DMG +5%","DMG +10%","","","move gauge boost","ATK down","","1","3.8","0","0","0","0","0"
"1","258","Misty Acceleration","Kawaii Warrior Eliza","light","Attack an enemy and inflict miss rate boost for 2 turns. When used with self at 100% HP, grant 100% move gauge boost to self.","Single","TRUE","3","3","4","DMG +10%","DMG +10%","DMG +10%","","","","","move gauge boost","miss rate boost","","1","6.4","0","0","0","0","0"
"1","259","Assault Wave","Kawaii Warrior Seira","dark","Attack an enemy and inflict ATK down for 1 turn. When a crit hit, grant 30% move gauge boost to self.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","DMG +5%","DMG +5%","DMG +10%","","","move gauge boost","ATK down","","1","3.8","0","0","0","0","0"
"1","260","Misty Acceleration","Kawaii Warrior Seira","dark","Attack an enemy and inflict miss rate boost for 2 turns. When used with self at 100% HP, grant 100% move gauge boost to self.","Single","TRUE","3","3","4","DMG +10%","DMG +10%","DMG +10%","","","","","move gauge boost","miss rate boost","","1","6.4","0","0","0","0","0"
"1","261","Illegal Pierce","Kawaii Warrior Seira","dark","Attack an enemy with power that grows stronger in proportion to the target's max HP and inflict SPD down for 2 turns. .","Single","TRUE","4","5","5","DMG +5%","DMG +5%","DMG +10%","Recast Turns -1","","","","","SPD down","","1","5","0","0","0","0.2","0"
"1","262","Humble Aid","Hot Doctor Eliza","lightning","Attack an enemy and recovers 15% of HP to the ally with the lowest HP percentage.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","","","","1","3.6","0","0","0","0","0"
"1","263","Chemical Enhancement","Hot Doctor Eliza","lightning","Grant 100% move gauge boost to an ally and grant SPD up for 2 turns.","Single","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,SPD up","","","0","0","0","0","0","0","0"
"1","264","Time For Your Shot!","Hot Doctor Eliza","lightning","Attack an enemy 3 times with power that grows stronger in proportion to own DEF, with a 50% chance each to extend recast turns by 1.","Single","TRUE","3","5","5","DMG +10%","Recast Turns -1","DMG +10%","Recast Turns -1","","","","","extend recast","","3","2.5","0","0","0","0","0"
"1","265","Humble Aid","Hot Doctor Aka","fire","Attack an enemy and recovers 15% of HP to the ally with the lowest HP percentage.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","","","","1","3.6","0","0","0","0","0"
